level_0,index,distance_km,distance_m,duration_h,duration_m,end_location,from_a,geocoder_status,id_cb,partial_match,place_id,start_location,to_b,types
58,0,35.4 km,35417,50 mins,3017,"{'lat': 48.5605553, 'lng': 21.4972528}","076 05 Cejkov, Slovakia",OK,20,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
59,0,20.0 km,20022,37 mins,2218,"{'lat': 48.5605553, 'lng': 21.4972528}","076 17 Nižný Žipov, Slovakia",OK,20,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
60,0,25.8 km,25762,32 mins,1938,"{'lat': 48.5605769, 'lng': 21.4972555}","075 01 Egreš, Slovakia",OK,20,NULL,ChIJxe3SkA4qP0cR8G6XxtH3AAQ,"{'lat': 48.6141719, 'lng': 21.6090782}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
64,0,14.4 km,14367,31 mins,1845,"{'lat': 48.5605553, 'lng': 21.4972528}","076 14 Michaľany, Slovakia",OK,20,NULL,ChIJI6oUfUnTOEcRYHCXxtH3AAQ,"{'lat': 48.5137583, 'lng': 21.6213664}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
19,0,15.7 km,15680,17 mins,1018,"{'lat': 48.5635743, 'lng': 21.3956365}","044 57 Sokoľany, Slovakia",OK,25,NULL,ChIJa38imYchP0cR0IeXxtH3AAQ,"{'lat': 48.6088494, 'lng': 21.2284687}","3416, 044 11 Skároš, Slovakia",locality
65,0,14.1 km,14142,32 mins,1918,"{'lat': 48.5605553, 'lng': 21.4972528}","076 13 Byšta, Slovakia",OK,20,NULL,ChIJIazbQWgsP0cRIG6XxtH3AAQ,"{'lat': 48.5306035, 'lng': 21.5410394}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
66,0,16.8 km,16789,33 mins,1981,"{'lat': 48.5605553, 'lng': 21.4972528}","076 14 Luhyňa, Slovakia",OK,20,NULL,ChIJnxBS2-HSOEcRAHCXxtH3AAQ,"{'lat': 48.4892938, 'lng': 21.6367137}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
20,0,19.1 km,19103,19 mins,1164,"{'lat': 48.5635743, 'lng': 21.3956365}","044 58 Seňa, Slovakia",OK,25,NULL,ChIJM0LcHJojP0cRIEmXxtH3AAQ,"{'lat': 48.5587686, 'lng': 21.2570684}","3416, 044 11 Skároš, Slovakia",locality
67,0,34.2 km,34192,44 mins,2646,"{'lat': 48.5605553, 'lng': 21.4972528}","076 31 Viničky, Slovakia",OK,20,NULL,ChIJFZLcOLbPOEcRcHuXxtH3AAQ,"{'lat': 48.3985485, 'lng': 21.7434795}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
68,0,40.0 km,39956,52 mins,3091,"{'lat': 48.5605553, 'lng': 21.4972528}","076 31 Klin nad Bodrogom, Slovakia",OK,20,NULL,ChIJ5b3pFxDPOEcRcByXxtH3AAQ,"{'lat': 48.38402869999999, 'lng': 21.7245537}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
69,0,37.9 km,37887,48 mins,2864,"{'lat': 48.5605553, 'lng': 21.4972528}","076 34 Ladmovce, Slovakia",OK,20,NULL,ChIJJxfGE-PPOEcR0G-XxtH3AAQ,"{'lat': 48.4122298, 'lng': 21.78117}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
70,0,41.0 km,41019,52 mins,3094,"{'lat': 48.5605553, 'lng': 21.4972528}","076 36 Malý Kamenec, Slovakia",OK,20,NULL,ChIJqZby-sbFOEcRQHCXxtH3AAQ,"{'lat': 48.3520822, 'lng': 21.7895763}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
71,0,36.8 km,36818,48 mins,2875,"{'lat': 48.5605553, 'lng': 21.4972528}","076 31 Streda nad Bodrogom, Slovakia",OK,20,NULL,ChIJJ0VPX2LPOEcRwHqXxtH3AAQ,"{'lat': 48.3795523, 'lng': 21.7579633}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
72,0,43.5 km,43472,52 mins,3145,"{'lat': 48.5605553, 'lng': 21.4972528}","076 36 Veľký Kamenec, Slovakia",OK,20,NULL,ChIJ3SlBz63FOEcRYHuXxtH3AAQ,"{'lat': 48.3615966, 'lng': 21.8059011}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
73,0,23.3 km,23281,33 mins,1982,"{'lat': 48.5605769, 'lng': 21.4972555}","040 18 Nižná Hutka, Slovakia",OK,20,NULL,ChIJWR-j0U0nP0cRLeMljBX7ohM,"{'lat': 48.65947, 'lng': 21.3604688}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
74,0,26.2 km,26224,37 mins,2227,"{'lat': 48.5605553, 'lng': 21.4972528}","044 10 Geča, Slovakia",OK,20,NULL,ChIJsy6_zzohP0cR0EWXxtH3AAQ,"{'lat': 48.6272272, 'lng': 21.3070622}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
75,0,26.3 km,26349,37 mins,2208,"{'lat': 48.5605553, 'lng': 21.4972528}","044 14 Gyňov, Slovakia",OK,20,NULL,ChIJ5-su5AQkP0cR4EWXxtH3AAQ,"{'lat': 48.5894837, 'lng': 21.3060745}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
76,0,31.4 km,31428,44 mins,2616,"{'lat': 48.5605553, 'lng': 21.4972528}","044 13 Kokšov-Bakša, Slovakia",OK,20,NULL,ChIJnf5r6dogP0cRsEaXxtH3AAQ,"{'lat': 48.6472759, 'lng': 21.3247578}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
77,0,18.8 km,18782,29 mins,1713,"{'lat': 48.5605553, 'lng': 21.4972528}","044 11 Skároš, Slovakia",OK,20,NULL,ChIJMeJRoyMmP0cRMEmXxtH3AAQ,"{'lat': 48.5883954, 'lng': 21.3760376}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
78,0,25.7 km,25653,36 mins,2138,"{'lat': 48.5605553, 'lng': 21.4972528}","044 11 Trstené pri Hornáde, Slovakia",OK,20,NULL,ChIJhwO1Uy4kP0cRlZ3pgb5sD34,"{'lat': 48.57321, 'lng': 21.3339521}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
79,0,55.4 km,55445,56 mins,3359,"{'lat': 48.5605769, 'lng': 21.4972555}","044 81 Trebejov, Slovakia",OK,20,NULL,ChIJfXnjQcLlPkcRsEmXxtH3AAQ,"{'lat': 48.8351976, 'lng': 21.2194749}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
80,0,22.0 km,22049,32 mins,1926,"{'lat': 48.5605769, 'lng': 21.4972555}","044 15 Vyšná Myšľa, Slovakia",OK,20,NULL,ChIJYXzteQcnP0cRUEqXxtH3AAQ,"{'lat': 48.6342772, 'lng': 21.3876045}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
81,0,22.1 km,22061,32 mins,1920,"{'lat': 48.5605553, 'lng': 21.4972528}","044 11 Ždaňa, Slovakia",OK,20,NULL,ChIJv48v2Y0mP0cRoEqXxtH3AAQ,"{'lat': 48.6023307, 'lng': 21.3466906}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
82,0,44.9 km,44870,53 mins,3191,"{'lat': 48.5605553, 'lng': 21.4972528}","076 35 Svätá Mária, Slovakia",OK,20,NULL,ChIJ37sfvYbaOEcRwG2XxtH3AAQ,"{'lat': 48.4326836, 'lng': 21.8440886}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
83,0,28.5 km,28489,40 mins,2421,"{'lat': 48.5605553, 'lng': 21.4972528}","044 13 Valaliky, Slovakia",OK,20,NULL,ChIJO1Ia6ecgP0cRcZNvyShqkIE,"{'lat': 48.6422547, 'lng': 21.2919549}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
84,0,25.4 km,25434,35 mins,2098,"{'lat': 48.5605769, 'lng': 21.4972555}","040 18 Vyšná Hutka, Slovakia",OK,20,NULL,ChIJTYve2lHfPkcRMEqXxtH3AAQ,"{'lat': 48.6754422, 'lng': 21.3541875}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
85,0,49.2 km,49151,57 mins,3415,"{'lat': 48.5605553, 'lng': 21.4972528}","076 37 Rad, Slovakia",OK,20,NULL,ChIJ84hUaVjaOEcREHGXxtH3AAQ,"{'lat': 48.4635379, 'lng': 21.8575394}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
86,0,37.1 km,37063,47 mins,2814,"{'lat': 48.5605553, 'lng': 21.4972528}","044 58 Milhosť, Slovakia",OK,20,NULL,ChIJz0P0LaMkP0cR5QA6U2scEFw,"{'lat': 48.5393829, 'lng': 21.2681549}","Unnamed Road, 044 17 Slanská Huta, Slovakia",locality
0,0,21.6 km,21640,24 mins,1422,"{'lat': 48.5635743, 'lng': 21.3956365}","044 41 Sady nad Torysou, Slovakia",OK,25,NULL,ChIJ9V21E-PePkcREEmXxtH3AAQ,"{'lat': 48.70756069999999, 'lng': 21.3458681}","3416, 044 11 Skároš, Slovakia",locality
1,0,34.2 km,34202,38 mins,2297,"{'lat': 48.5635743, 'lng': 21.3956365}","076 82 Malá Tŕňa, Slovakia",OK,25,NULL,ChIJZTkRKxfSOEcR8Ek92zVxxrI,"{'lat': 48.4558008, 'lng': 21.6826166}","3416, 044 11 Skároš, Slovakia",locality
2,0,35.6 km,35567,40 mins,2386,"{'lat': 48.5635743, 'lng': 21.3956365}","076 82 Veľká Tŕňa, Slovakia",OK,25,NULL,ChIJM3u3MEjSOEcRQByXxtH3AAQ,"{'lat': 48.46778399999999, 'lng': 21.6785942}","3416, 044 11 Skároš, Slovakia",locality
3,0,40.8 km,40767,39 mins,2343,"{'lat': 48.5635743, 'lng': 21.3956365}","044 31 Družstevná pri Hornáde, Slovakia",OK,25,NULL,ChIJN-oTAO7mPkcRoEWXxtH3AAQ,"{'lat': 48.8050428, 'lng': 21.2487383}","3416, 044 11 Skároš, Slovakia",locality
4,0,48.6 km,48586,43 mins,2592,"{'lat': 48.5635743, 'lng': 21.3956365}","044 81 Kysak, Slovakia",OK,25,NULL,ChIJq9KJX5nlPkcRIEeXxtH3AAQ,"{'lat': 48.85345479999999, 'lng': 21.2209916}","3416, 044 11 Skároš, Slovakia",locality
5,0,46.8 km,46833,41 mins,2432,"{'lat': 48.5635743, 'lng': 21.3956365}","044 81 Obišovce, Slovakia",OK,25,NULL,ChIJCShAGGHvPkcRIEiXxtH3AAQ,"{'lat': 48.8619214, 'lng': 21.2381107}","3416, 044 11 Skároš, Slovakia",locality
6,0,39.5 km,39474,42 mins,2518,"{'lat': 48.5635743, 'lng': 21.3956365}","044 31 Sokoľ, Slovakia",OK,25,NULL,ChIJ07jXBzfkPkcRcEmXxtH3AAQ,"{'lat': 48.8134089, 'lng': 21.219625}","3416, 044 11 Skároš, Slovakia",locality
8,0,65.5 km,65481,1 hour 12 mins,4349,"{'lat': 48.5635743, 'lng': 21.3956365}","044 81 Veľká Lodina, Slovakia",OK,25,NULL,ChIJnb6rjkHlPkcREEqXxtH3AAQ,"{'lat': 48.859691, 'lng': 21.1566}","3416, 044 11 Skároš, Slovakia",locality
9,0,37.1 km,37115,39 mins,2343,"{'lat': 48.5635743, 'lng': 21.3956365}","044 31 Kostoľany nad Hornádom, Slovakia",OK,25,NULL,ChIJC9idzLHmPkcR0JOXxtH3AAQ,"{'lat': 48.7979011, 'lng': 21.2417211}","3416, 044 11 Skároš, Slovakia",locality
76,0,16.1 km,16140,20 mins,1173,"{'lat': 48.5635743, 'lng': 21.3956365}","044 13 Kokšov-Bakša, Slovakia",OK,25,NULL,ChIJnf5r6dogP0cRsEaXxtH3AAQ,"{'lat': 48.6472759, 'lng': 21.3247578}","3416, 044 11 Skároš, Slovakia",locality
10,0,24.5 km,24488,26 mins,1576,"{'lat': 48.5635743, 'lng': 21.3956365}","044 17 Slančík, Slovakia",OK,25,NULL,ChIJX5KcsvPXPkcRADOXxtH3AAQ,"{'lat': 48.6621688, 'lng': 21.4890466}","3416, 044 11 Skároš, Slovakia",locality
11,0,16.6 km,16625,18 mins,1084,"{'lat': 48.5635743, 'lng': 21.3956365}","044 16 Blažice, Slovakia",OK,25,NULL,ChIJT36RkI7YPkcRwESXxtH3AAQ,"{'lat': 48.6668055, 'lng': 21.4112279}","3416, 044 11 Skároš, Slovakia",locality
12,0,28.1 km,28051,28 mins,1704,"{'lat': 48.5635743, 'lng': 21.3956365}","044 18 Kalša, Slovakia",OK,25,NULL,ChIJ2e8wVrcpP0cRgEaXxtH3AAQ,"{'lat': 48.61325600000001, 'lng': 21.5272425}","3416, 044 11 Skároš, Slovakia",locality
13,0,15.2 km,15234,16 mins,963,"{'lat': 48.5635743, 'lng': 21.3956365}","044 16 Bohdanovce, Slovakia",OK,25,NULL,ChIJM6XednwnP0cR0ESXxtH3AAQ,"{'lat': 48.6565105, 'lng': 21.4011463}","3416, 044 11 Skároš, Slovakia",locality
53,0,20.4 km,20396,22 mins,1291,"{'lat': 48.5635743, 'lng': 21.3956365}","044 58 Kechnec, Slovakia",OK,25,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","3416, 044 11 Skároš, Slovakia",locality
14,0,62.3 km,62252,1 hour 9 mins,4141,"{'lat': 48.5635743, 'lng': 21.3956365}","044 32 Malá Lodina, Slovakia",OK,25,TRUE,ChIJn6eUZpT6PkcRQEeXxtH3AAQ,"{'lat': 48.8781217, 'lng': 21.1333697}","3416, 044 11 Skároš, Slovakia",locality
15,0,9.3 km,9303,10 mins,628,"{'lat': 48.5635743, 'lng': 21.3956365}","044 15 Nižná Myšľa, Slovakia",OK,25,NULL,ChIJ5bEuk-EmP0cRHRDVUUjrJXk,"{'lat': 48.6258608, 'lng': 21.3635053}","3416, 044 11 Skároš, Slovakia",locality
18,0,20.7 km,20743,24 mins,1442,"{'lat': 48.5635743, 'lng': 21.3956365}","044 41 Košická Polianka, Slovakia",OK,25,NULL,ChIJcZwqxz7fPkcR4EaXxtH3AAQ,"{'lat': 48.6928202, 'lng': 21.3477367}","3416, 044 11 Skároš, Slovakia",locality
21,0,15.2 km,15242,16 mins,973,"{'lat': 48.5635743, 'lng': 21.3956365}","044 16 Nižný Čaj, Slovakia",OK,25,NULL,ChIJ9akAUKLYPkcRsEeXxtH3AAQ,"{'lat': 48.6659061, 'lng': 21.3981304}","3416, 044 11 Skároš, Slovakia",locality
53,0,19.3 km,19313,21 mins,1251,"{'lat': 48.55945939999999, 'lng': 21.3321121}","044 58 Kechnec, Slovakia",OK,28,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","3342, 044 11 Trstené pri Hornáde, Slovakia",locality
22,0,25.7 km,25651,27 mins,1605,"{'lat': 48.5635743, 'lng': 21.3956365}","044 17 Nový Salaš, Slovakia",OK,25,NULL,ChIJZythrlcoP0cREEiXxtH3AAQ,"{'lat': 48.6114099, 'lng': 21.4742923}","3416, 044 11 Skároš, Slovakia",locality
23,0,22.1 km,22118,22 mins,1349,"{'lat': 48.5635743, 'lng': 21.3956365}","044 17 Slanec, Slovakia",OK,25,NULL,ChIJ79PVnA8oP0cRQEmXxtH3AAQ,"{'lat': 48.6363025, 'lng': 21.4782392}","3416, 044 11 Skároš, Slovakia",locality
25,0,25.6 km,25634,25 mins,1519,"{'lat': 48.5635743, 'lng': 21.3956365}","044 18 Slanské Nové Mesto, Slovakia",OK,25,NULL,ChIJ2wYw2rfXPkcRYEmXxtH3AAQ,"{'lat': 48.6294657, 'lng': 21.5238409}","3416, 044 11 Skároš, Slovakia",locality
26,0,17.7 km,17731,19 mins,1156,"{'lat': 48.5635743, 'lng': 21.3956365}","044 57 Bočiar, Slovakia",OK,25,NULL,ChIJGzxwmjQiP0cRwIeXxtH3AAQ,"{'lat': 48.5918698, 'lng': 21.2355402}","3416, 044 11 Skároš, Slovakia",locality
74,0,9.9 km,9853,12 mins,744,"{'lat': 48.55945939999999, 'lng': 21.3321121}","044 10 Geča, Slovakia",OK,28,NULL,ChIJsy6_zzohP0cR0EWXxtH3AAQ,"{'lat': 48.6272272, 'lng': 21.3070622}","3342, 044 11 Trstené pri Hornáde, Slovakia",locality
27,0,19.1 km,19121,20 mins,1200,"{'lat': 48.5635743, 'lng': 21.3956365}","044 19 Ruskov, Slovakia",OK,25,NULL,ChIJzx5uKUTYPkcRAEmXxtH3AAQ,"{'lat': 48.6818232, 'lng': 21.432293}","3416, 044 11 Skároš, Slovakia",locality
28,0,27.7 km,27736,30 mins,1790,"{'lat': 48.5635743, 'lng': 21.3956365}","044 17 Slanská Huta, Slovakia",OK,25,NULL,ChIJq3_8zyIpP0cRUEmXxtH3AAQ,"{'lat': 48.59683099999999, 'lng': 21.4669967}","3416, 044 11 Skároš, Slovakia",locality
29,0,17.9 km,17920,19 mins,1159,"{'lat': 48.5635743, 'lng': 21.3956365}","044 16 Vyšný Čaj, Slovakia",OK,25,NULL,ChIJAxHHHsDYPkcRVVSkcPpdcaM,"{'lat': 48.68367990000001, 'lng': 21.3993708}","3416, 044 11 Skároš, Slovakia",locality
78,0,10.4 km,10365,12 mins,695,"{'lat': 48.5635743, 'lng': 21.3956365}","044 11 Trstené pri Hornáde, Slovakia",OK,25,NULL,ChIJhwO1Uy4kP0cRlZ3pgb5sD34,"{'lat': 48.57321, 'lng': 21.3339521}","3416, 044 11 Skároš, Slovakia",locality
30,0,45.6 km,45640,49 mins,2911,"{'lat': 48.5635743, 'lng': 21.3956365}","076 02 Kysta, Slovakia",OK,25,NULL,ChIJ91DogfLTOEcRwG-XxtH3AAQ,"{'lat': 48.515171, 'lng': 21.7207349}","3416, 044 11 Skároš, Slovakia",locality
31,0,48.9 km,48865,45 mins,2695,"{'lat': 48.5635743, 'lng': 21.3956365}","076 02 Zemplínsky Branč, Slovakia",OK,25,NULL,ChIJZc9o80TUOEcRE2yQCCVTAVw,"{'lat': 48.54341549999999, 'lng': 21.7218901}","3416, 044 11 Skároš, Slovakia",locality
32,0,42.8 km,42767,45 mins,2729,"{'lat': 48.5635743, 'lng': 21.3956365}","076 15 Hrčeľ, Slovakia",OK,25,NULL,ChIJs_2RhIDTOEcREG-XxtH3AAQ,"{'lat': 48.5228001, 'lng': 21.6879165}","3416, 044 11 Skároš, Slovakia",locality
33,0,55.6 km,55600,51 mins,3047,"{'lat': 48.5635743, 'lng': 21.3956365}","076 02 Kašov, Slovakia",OK,25,NULL,ChIJF3LaO1zROEcR0UGn2P-GttI,"{'lat': 48.4905361, 'lng': 21.7424947}","3416, 044 11 Skároš, Slovakia",locality
34,0,56.1 km,56120,51 mins,3066,"{'lat': 48.5635743, 'lng': 21.3956365}","076 05 Zemplínske Jastrabie, Slovakia",OK,25,NULL,ChIJw2nTBjDROEcRnw1e__MI2Lo,"{'lat': 48.498037, 'lng': 21.7764395}","3416, 044 11 Skároš, Slovakia",locality
35,0,39.6 km,39555,46 mins,2746,"{'lat': 48.5635743, 'lng': 21.3956365}","076 32 Bara, Slovakia",OK,25,NULL,ChIJ02z3xijOOEcRkG2XxtH3AAQ,"{'lat': 48.4281733, 'lng': 21.7164626}","3416, 044 11 Skároš, Slovakia",locality
36,0,38.0 km,38039,36 mins,2172,"{'lat': 48.5635743, 'lng': 21.3956365}","076 17 Čeľovce, Slovakia",OK,25,NULL,ChIJyU5Ki2EqP0cRenCcMgWzVgw,"{'lat': 48.6028631, 'lng': 21.6274274}","3416, 044 11 Skároš, Slovakia",locality
37,0,40.6 km,40620,46 mins,2768,"{'lat': 48.5635743, 'lng': 21.3956365}","076 32 Černochov, Slovakia",OK,25,NULL,ChIJqb98wMHROEcRYG6XxtH3AAQ,"{'lat': 48.4394042, 'lng': 21.7333807}","3416, 044 11 Skároš, Slovakia",locality
38,0,33.8 km,33774,37 mins,2249,"{'lat': 48.5635743, 'lng': 21.3956365}","076 81 Čerhov, Slovakia",OK,25,NULL,ChIJcWdETYrSOEcRUG6XxtH3AAQ,"{'lat': 48.461586, 'lng': 21.6406034}","3416, 044 11 Skároš, Slovakia",locality
39,0,57.3 km,57315,54 mins,3210,"{'lat': 48.5635743, 'lng': 21.3956365}","076 03 Hraň, Slovakia",OK,25,NULL,ChIJQ7k1_3zWOEcRAG-XxtH3AAQ,"{'lat': 48.5447147, 'lng': 21.7887945}","3416, 044 11 Skároš, Slovakia",locality
40,0,31.3 km,31315,36 mins,2166,"{'lat': 48.5635743, 'lng': 21.3956365}","076 33 Slovenské Nové Mesto, Slovakia",OK,25,NULL,ChIJ7S2pYHPOOEcRcHqXxtH3AAQ,"{'lat': 48.40054019999999, 'lng': 21.669215}","3416, 044 11 Skároš, Slovakia",locality
41,0,34.2 km,34185,39 mins,2342,"{'lat': 48.5635743, 'lng': 21.3956365}","076 32 Borša, Slovakia",OK,25,NULL,ChIJ_8pRkVPOOEcR91uFAGsl-ck,"{'lat': 48.3953271, 'lng': 21.7071432}","3416, 044 11 Skároš, Slovakia",locality
42,0,40.6 km,40606,40 mins,2407,"{'lat': 48.5635743, 'lng': 21.3956365}","076 13 Kazimír, Slovakia",OK,25,NULL,ChIJT-ojfJEsP0cRFm7RPNUd348,"{'lat': 48.5269205, 'lng': 21.5840868}","3416, 044 11 Skároš, Slovakia",locality
43,0,58.6 km,58607,53 mins,3169,"{'lat': 48.5635743, 'lng': 21.3956365}","076 03 Sirník, Slovakia",OK,25,NULL,ChIJpx207ubWOEcRUHqXxtH3AAQ,"{'lat': 48.5183876, 'lng': 21.8034735}","3416, 044 11 Skároš, Slovakia",locality
44,0,46.0 km,45972,44 mins,2657,"{'lat': 48.5635743, 'lng': 21.3956365}","076 14 Lastovce, Slovakia",OK,25,NULL,ChIJjQRP108rP0cR4G-XxtH3AAQ,"{'lat': 48.5393859, 'lng': 21.6285629}","3416, 044 11 Skároš, Slovakia",locality
45,0,50.8 km,50792,47 mins,2796,"{'lat': 48.5635743, 'lng': 21.3956365}","076 01 Kožuchov, Slovakia",OK,25,NULL,ChIJvTYXbwTVOEcRcG-XxtH3AAQ,"{'lat': 48.5658216, 'lng': 21.7249685}","3416, 044 11 Skároš, Slovakia",locality
46,0,52.3 km,52347,49 mins,2964,"{'lat': 48.5635743, 'lng': 21.3956365}","076 01 Zemplínske Hradište, Slovakia",OK,25,NULL,ChIJx0g_fXfVOEcRzBpPDBynbZY,"{'lat': 48.5837704, 'lng': 21.7356619}","3416, 044 11 Skároš, Slovakia",locality
47,0,52.7 km,52697,48 mins,2907,"{'lat': 48.5635743, 'lng': 21.3956365}","076 02 Novosad, Slovakia",OK,25,NULL,ChIJ8x4lUznUOEcRgHCXxtH3AAQ,"{'lat': 48.5252548, 'lng': 21.7412231}","3416, 044 11 Skároš, Slovakia",locality
48,0,43.3 km,43277,47 mins,2822,"{'lat': 48.5635743, 'lng': 21.3956365}","076 35 Somotor, Slovakia",OK,25,NULL,ChIJYyKXz0jFOEcRrqnzzvy2bzc,"{'lat': 48.4036921, 'lng': 21.8110298}","3416, 044 11 Skároš, Slovakia",locality
49,0,40.6 km,40596,42 mins,2549,"{'lat': 48.5635743, 'lng': 21.3956365}","076 15 Veľaty, Slovakia",OK,25,NULL,ChIJMVoOqGfTOEcR8HqXxtH3AAQ,"{'lat': 48.5213347, 'lng': 21.6614968}","3416, 044 11 Skároš, Slovakia",locality
50,0,45.0 km,44990,43 mins,2589,"{'lat': 48.5635743, 'lng': 21.3956365}","076 16 Zemplínska Nová Ves, Slovakia",OK,25,NULL,ChIJifs3q9TUOEcRIQHYsL71Kgo,"{'lat': 48.5769724, 'lng': 21.6680537}","3416, 044 11 Skároš, Slovakia",locality
51,0,44.8 km,44767,49 mins,2952,"{'lat': 48.5635743, 'lng': 21.3956365}","076 34 Zemplín, Slovakia",OK,25,NULL,ChIJy2vPrWvQOEcR4HuXxtH3AAQ,"{'lat': 48.4389312, 'lng': 21.8123559}","3416, 044 11 Skároš, Slovakia",locality
52,0,31.1 km,31133,31 mins,1860,"{'lat': 48.5635743, 'lng': 21.3956365}","076 64 Zemplínska Teplica, Slovakia",OK,25,NULL,ChIJAxgEl1zWPkcRAHyXxtH3AAQ,"{'lat': 48.64611619999999, 'lng': 21.5738705}","3416, 044 11 Skároš, Slovakia",locality
54,0,39.8 km,39834,38 mins,2284,"{'lat': 48.5635743, 'lng': 21.3956365}","075 01 Plechotice, Slovakia",OK,25,NULL,ChIJdRsnpITVPkcRvixQ3hLOk90,"{'lat': 48.6257446, 'lng': 21.6364758}","3416, 044 11 Skároš, Slovakia",locality
55,0,50.0 km,50041,55 mins,3295,"{'lat': 48.5635743, 'lng': 21.3956365}","076 05 Brehov, Slovakia",OK,25,NULL,ChIJ8WTe2svQOEcRqc58G1XzWH8,"{'lat': 48.4872872, 'lng': 21.8195503}","3416, 044 11 Skároš, Slovakia",locality
56,0,17.5 km,17465,19 mins,1112,"{'lat': 48.5635743, 'lng': 21.3956365}","044 58 Belža, Slovakia",OK,25,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","3416, 044 11 Skároš, Slovakia",locality
75,0,11.1 km,11061,13 mins,765,"{'lat': 48.5635743, 'lng': 21.3956365}","044 14 Gyňov, Slovakia",OK,25,NULL,ChIJ5-su5AQkP0cR4EWXxtH3AAQ,"{'lat': 48.5894837, 'lng': 21.3060745}","3416, 044 11 Skároš, Slovakia",locality
57,0,43.2 km,43207,41 mins,2459,"{'lat': 48.5635743, 'lng': 21.3956365}","076 16 Stanča, Slovakia",OK,25,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","3416, 044 11 Skároš, Slovakia",locality
58,0,45.0 km,44998,50 mins,2984,"{'lat': 48.5635743, 'lng': 21.3956365}","076 05 Cejkov, Slovakia",OK,25,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","3416, 044 11 Skároš, Slovakia",locality
59,0,41.0 km,41022,40 mins,2371,"{'lat': 48.5635743, 'lng': 21.3956365}","076 17 Nižný Žipov, Slovakia",OK,25,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","3416, 044 11 Skároš, Slovakia",locality
60,0,36.0 km,35954,34 mins,2036,"{'lat': 48.5635743, 'lng': 21.3956365}","075 01 Egreš, Slovakia",OK,25,NULL,ChIJxe3SkA4qP0cR8G6XxtH3AAQ,"{'lat': 48.6141719, 'lng': 21.6090782}","3416, 044 11 Skároš, Slovakia",locality
61,0,19.8 km,19833,38 mins,2253,"{'lat': 48.5635743, 'lng': 21.3956365}","076 12 Brezina, Slovakia",OK,25,NULL,ChIJzyqPvIwrP0cREG6XxtH3AAQ,"{'lat': 48.5493659, 'lng': 21.5529881}","3416, 044 11 Skároš, Slovakia",locality
62,0,34.0 km,33964,34 mins,2043,"{'lat': 48.5635743, 'lng': 21.3956365}","076 12 Kuzmice, Slovakia",OK,25,NULL,ChIJNVvXhsQrP0cRsG-XxtH3AAQ,"{'lat': 48.57881829999999, 'lng': 21.5701717}","3416, 044 11 Skároš, Slovakia",locality
63,0,31.3 km,31315,31 mins,1883,"{'lat': 48.5635743, 'lng': 21.3956365}","076 12 Slivník, Slovakia",OK,25,NULL,ChIJpTOZOoYpP0cR44Og2tVDkVk,"{'lat': 48.5999955, 'lng': 21.5564504}","3416, 044 11 Skároš, Slovakia",locality
